,Borough,ZipCode,Block,Lot,BldgClassCategory,TotalNoOfUnits,LandAreaInSqFt,GrossAreaInSqFt,YearOfConstruction,TaxClass_AtEvaluationTime,BldgClass_AtEvaluationTime,PropertyEvaluationvalue,Property_Age,Evaluation_date,Evaluation_month
336,3,10306,4478,42,2,1,4540,1140,1982,1,5,480000,40,2955.0,9
337,3,10308,4510,79,2,2,2845,2352,1982,1,10,500000,40,3434.0,5
338,3,10308,5259,22,2,1,2185,1095,1966,1,5,515000,56,2987.0,8
339,3,10308,5438,307,2,1,183676,1047,1984,1,25,358000,38,2896.0,11
340,3,10308,4500,307,2,2,3100,2406,1976,1,12,650000,46,3067.0,5
341,3,10306,5029,10,2,2,4880,2444,1965,1,10,535000,57,3647.0,10
342,3,10306,4465,7,2,1,3973,1410,1998,1,5,570000,24,3030.0,6
343,3,10306,4478,186,2,2,3200,2978,1987,1,10,207000,35,3592.0,12
344,3,10308,5438,307,2,1,183676,1047,1984,1,25,349000,38,2926.0,10
345,3,10308,4583,121,2,1,3000,1925,1974,1,2,550000,48,2889.0,11
346,3,10308,5442,176,2,2,3480,3360,1976,1,10,465340,46,3598.0,12
347,3,10308,5203,3,2,2,3742,1840,1966,1,13,650000,56,2974.0,8
348,3,10312,5285,18,2,1,3800,912,1961,1,2,540000,61,2896.0,11
349,3,10312,5231,3,2,1,2442,1152,1961,1,5,440000,61,3115.0,4
350,3,10312,5241,10,2,1,4000,1040,1960,1,2,440000,62,3664.0,10
351,3,10306,4986,2,2,2,3550,1660,1984,1,12,710000,38,2766.0,3
352,3,10306,4645,307,2,1,192314,1405,1977,1,25,343000,45,2897.0,11
353,3,10306,4645,85,2,1,1675,1744,1997,1,5,305000,25,3418.0,6
354,3,10308,5157,57,2,2,2500,1108,1999,1,12,550000,23,3030.0,6
355,3,10308,4500,154,2,2,2298,2063,1980,1,12,640000,42,2862.0,12
356,3,10312,5534,46,2,1,2755,2000,1975,1,5,360000,47,3640.0,10
357,3,10306,4476,6,2,1,3440,1872,1986,1,5,425000,36,3578.0,12
358,3,10312,5486,4,2,1,2500,1404,1971,1,8,533888,51,2968.0,8
359,3,10306,4477,99,2,2,2415,1504,1982,1,10,438000,40,3019.0,7
360,3,10308,4590,14,2,1,5445,1708,1970,1,2,460000,52,3605.0,11
361,3,10312,5238,19,2,1,2626,2396,2012,1,5,500000,10,3655.0,10
362,3,10308,5452,51,2,1,667,1330,1986,1,5,371000,36,2977.0,8
363,3,10312,5535,25,2,1,2375,1840,2000,1,5,445000,22,3689.0,9
364,3,10308,5190,131,2,1,2625,1260,1971,1,5,508000,51,2953.0,9
365,3,10306,4474,71,2,2,2500,2216,1986,1,10,434000,36,3699.0,8
366,3,10312,5265,3,2,1,1050,1480,1989,1,5,330000,33,3578.0,12
367,3,10308,4607,46,2,1,2800,1540,1991,1,5,350000,31,2966.0,8
368,3,10308,5442,307,2,1,2599,1424,1976,1,8,425000,46,3705.0,8
369,3,10308,5465,41,2,2,6480,2400,1966,1,10,650000,56,2981.0,8
370,3,10308,4607,31,2,1,2438,1540,1994,1,5,412500,28,3593.0,12
371,3,10308,4633,181,2,1,5000,1318,1965,1,2,325000,57,3605.0,11
372,3,10308,4630,45,2,1,4940,1206,1960,1,2,400000,62,3460.0,4
373,3,10306,5029,6,2,2,4165,1837,1966,1,1,615000,56,3036.0,6
374,3,10306,4447,37,2,1,960,864,1986,1,5,280000,36,3591.0,12
375,3,10308,5117,19,2,1,4000,1144,1961,1,2,550000,61,3046.0,6
376,3,10308,5445,70,2,1,2176,2199,1977,1,8,370000,45,3391.0,7
377,3,10308,4622,24,2,1,5500,2210,1955,1,1,630000,67,3707.0,8
378,3,10312,5531,196,2,2,4000,2317,1980,1,10,280000,42,3523.0,2
379,3,10308,5157,54,2,2,6120,2320,2002,1,10,945000,20,3060.0,5
380,3,10306,4477,23,2,1,2033,1484,1982,1,5,580000,40,3065.0,5
381,3,10306,4478,307,2,1,946,1364,1988,1,5,255000,34,3651.0,10
382,3,10312,5265,6,2,1,1805,1480,1989,1,5,335000,33,3405.0,6
383,3,10308,4610,4,2,1,1344,1180,1983,1,5,470000,39,2814.0,1
384,3,10308,5481,1,2,2,6939,2844,1966,1,10,840000,56,2903.0,11
385,3,10306,4478,249,2,2,2121,1800,1981,1,12,265000,41,2794.0,2
387,3,10312,5293,42,2,2,4500,2655,1995,1,12,545000,27,3423.0,5
388,3,10308,5457,39,2,1,2424,1280,1975,1,8,370000,47,3556.0,1
389,3,10308,5466,16,2,1,2380,1008,1966,1,5,507000,56,2865.0,12
390,3,10308,4610,4,2,1,1344,1180,1983,1,5,240000,39,2959.0,9
391,3,10308,4575,122,2,1,2592,1732,1980,1,5,618114,42,2960.0,9
392,3,10308,5278,20,2,1,3000,2060,1997,1,1,585000,25,3466.0,4
393,3,10306,4474,72,2,2,2500,2342,1982,1,10,579375,40,3099.0,4
394,3,10308,5282,138,2,1,2560,720,1955,1,2,350000,67,3670.0,9
395,3,10308,5156,30,2,1,2450,1344,1971,1,5,533000,51,2827.0,1
396,3,10308,5489,149,2,1,2400,1120,1966,1,8,485000,56,3019.0,7
397,3,10306,4645,307,2,1,192314,758,1977,1,25,235000,45,2847.0,12
398,3,10312,5485,10,2,2,3956,3150,1999,1,10,875000,23,3008.0,7
399,3,10308,4624,40,2,2,2771,1926,1990,1,12,420000,32,3725.0,8
400,3,10306,4447,69,2,1,960,1152,1982,1,5,360000,40,2890.0,11
401,3,10308,4640,129,2,1,960,1327,1989,1,5,325000,33,3697.0,8
402,3,10308,5128,24,2,1,8120,1370,1950,1,2,455000,72,3494.0,3
403,3,10306,5026,22,2,1,2500,2229,2012,1,5,518289,10,3539.0,2
404,3,10308,5447,164,2,1,896,1690,1990,1,5,310000,32,3700.0,8
405,3,10312,5487,5,2,1,1734,1354,1987,1,5,410000,35,3078.0,5
406,3,10308,5260,4,2,2,4750,3250,1986,1,10,600000,36,2847.0,12
407,3,10308,4573,20,2,2,4000,1880,1965,1,10,530000,57,3621.0,11
408,3,10308,5272,55,2,2,9940,3000,1961,4,25,1600000,61,2862.0,12
409,3,10308,5254,36,2,2,3800,2660,2000,1,10,995000,22,2892.0,11
410,3,10308,5487,189,2,1,2782,1872,1970,1,8,396550,52,3649.0,10
411,3,10308,5494,269,2,1,2716,1332,1970,1,5,410000,52,3475.0,4
412,3,10306,4478,307,2,1,500,1240,1992,1,5,440000,30,3009.0,7
413,3,10308,5218,1,2,1,5184,1210,1960,1,2,397500,62,3640.0,10
414,3,10306,4478,307,2,1,500,1240,1995,1,5,391500,27,2861.0,12
415,3,10308,5433,75,2,2,5895,3524,2011,1,10,621132,11,3445.0,5
416,3,10308,5138,52,2,2,11400,4107,1960,1,11,935000,62,3479.0,4
417,3,10312,5266,78,2,1,5000,1040,1956,1,2,515000,66,2791.0,2
418,3,10312,5513,84,2,1,3240,1804,1971,1,1,630000,51,3068.0,5
419,3,10308,5494,223,2,1,2400,1120,1971,1,5,445000,51,2981.0,8
420,3,10308,5224,15,2,2,4368,2392,1960,1,10,495000,62,3502.0,3
421,3,10308,5129,30,2,1,3103,2400,1989,1,5,445000,33,3619.0,11
422,3,10308,5307,62,2,1,4725,2200,1983,1,1,780000,39,2932.0,10
423,3,10308,5152,53,2,1,2040,1120,1986,1,5,275000,36,2791.0,2
424,3,10308,5282,126,2,1,2838,1200,1970,1,5,380000,52,3454.0,4
425,3,10308,5480,64,2,2,4000,1912,1974,1,12,720000,48,2848.0,12
426,3,10308,5439,307,2,1,183676,1047,1984,1,25,276058,38,2807.0,2
427,3,10308,5453,22,2,1,3600,1440,1966,1,1,575000,56,2926.0,10
428,3,10308,5126,37,2,1,6204,2400,1980,1,1,655000,42,3371.0,7
429,3,10308,5487,94,2,1,3800,1824,1971,1,1,475566,51,3059.0,5
430,3,10308,5459,80,2,2,3000,1880,1975,1,10,250000,47,3620.0,11
431,3,10308,4572,49,2,1,4600,1352,1965,1,1,515000,57,3402.0,6
432,3,10308,5282,91,2,1,4200,1260,1961,1,5,520000,61,2802.0,2
433,3,10308,5190,42,2,1,1403,1645,1985,1,5,493000,37,2841.0,1
434,3,10308,5487,272,2,1,4536,1600,1970,1,1,430000,52,3531.0,2
435,3,10312,5284,55,2,2,3800,1391,1960,1,10,402500,62,3473.0,4
436,3,10306,4478,307,2,1,946,1364,1983,1,5,355000,39,3005.0,7
437,3,10308,5143,27,2,2,2565,2980,1950,1,25,415000,72,3046.0,6
438,3,10312,5242,14,2,1,4100,1100,1956,1,2,495000,66,2815.0,1
439,3,10308,5489,163,2,1,2789,1400,1966,1,8,599900,56,2833.0,1
440,3,10308,5442,67,2,1,2277,1408,1974,1,8,475000,48,3086.0,5
441,3,10312,5297,51,2,1,4200,1268,1950,1,2,390000,72,3566.0,1
442,3,10312,5287,40,2,1,2404,1050,1960,1,5,340000,62,3507.0,3
443,3,10308,5442,307,2,1,2300,1752,1976,1,8,345000,46,3605.0,11
444,3,10308,5206,40,2,1,2603,1548,1990,1,5,600000,32,3082.0,5
445,3,10306,4645,307,2,1,192314,946,1977,1,25,314340,45,2802.0,2
446,3,10306,4645,146,2,2,2180,1512,1992,1,12,650000,30,2991.0,8
447,3,10306,5026,98,2,2,4300,2785,2012,1,12,666953,10,3497.0,3
448,3,10308,5442,147,2,1,2300,1392,1973,1,8,555000,49,2862.0,12
449,3,10306,4476,49,2,1,2675,1872,1986,1,5,357900,36,3724.0,8
450,3,10308,5434,18,2,2,4000,2400,2008,1,10,930000,14,2819.0,1
451,3,10306,5026,19,2,1,2500,2229,2012,1,5,519307,10,3465.0,4
452,3,10308,4591,27,2,1,4200,1345,1961,1,2,717500,61,2855.0,12
453,3,10308,5465,26,2,2,4000,2506,1970,1,10,450000,52,3558.0,1
454,3,10308,5152,55,2,1,2040,1120,1990,1,5,357500,32,3669.0,9
455,3,10308,5487,205,2,1,2436,1728,1970,1,8,380000,52,3725.0,8
456,3,10306,4478,27,2,2,2457,1600,1981,1,12,665000,41,3032.0,6
457,3,10308,5108,37,2,1,2375,1312,1970,1,5,281500,52,3648.0,10
458,3,10306,5026,98,2,2,4300,2785,2012,1,12,672045,10,3473.0,4
459,3,10306,4465,30,2,1,2450,1400,1999,1,5,560000,23,3045.0,6
460,3,10308,5218,25,2,2,7800,2240,1961,1,10,620000,61,2952.0,9
461,3,10306,4447,60,2,1,960,1152,1982,1,5,360000,40,2952.0,9
462,3,10308,5452,67,2,1,611,1120,1986,1,5,415000,36,2931.0,10
463,3,10308,4624,44,2,2,3900,2940,1961,1,25,1078000,61,3095.0,4
464,3,10312,5513,58,2,2,4275,2541,1966,1,10,821500,56,2841.0,1
465,3,10308,5299,81,2,2,2052,2290,2002,1,12,720000,20,2988.0,8
466,3,10308,4622,32,2,1,2400,2250,1994,1,5,405000,28,3504.0,3
467,3,10308,5494,268,2,1,2716,1332,1970,1,5,405000,52,3522.0,2
468,3,10308,4510,73,2,2,2855,3696,1982,1,10,503000,40,3507.0,3
469,3,10308,5442,70,2,1,2277,1408,1974,1,8,519000,48,3029.0,6
470,3,10308,4630,73,2,1,4275,1144,1956,1,2,522500,66,2885.0,11
471,3,10308,5310,97,2,2,2500,1784,1987,1,12,385000,35,3656.0,10
472,3,10308,5442,220,2,1,2300,1332,1972,1,8,490000,50,2905.0,10
473,3,10308,5491,79,2,1,2450,1428,1966,1,8,530000,56,3068.0,5
474,3,10312,5489,56,2,1,4000,1911,1970,1,2,430000,52,3700.0,8
475,3,10308,5457,22,2,1,2424,1512,1971,1,5,530000,51,2864.0,12
476,3,10308,5491,217,2,2,4508,2184,1966,1,9,750000,56,3059.0,5
477,3,10308,5190,307,2,1,150742,1684,1967,1,25,499999,55,2884.0,11
478,3,10308,4632,13,2,2,4608,1600,2000,1,10,660000,22,2879.0,11
479,3,10308,4597,20,2,1,5200,900,1950,1,2,390000,72,3593.0,12
480,3,10308,5150,6,2,1,3750,1512,1975,1,5,471600,47,3411.0,6
481,3,10308,5445,78,2,1,2145,1497,1973,1,8,420000,49,3009.0,7
482,3,10308,5464,22,2,2,5480,1752,1966,1,10,790000,56,2910.0,10
483,3,10308,5315,26,2,2,3040,2034,1979,1,12,688000,43,2967.0,8
484,3,10308,5299,66,2,1,2820,1660,2001,1,5,637000,21,2961.0,9
485,3,10308,5484,56,2,2,4200,2387,1970,1,10,515000,52,3608.0,11
486,3,10308,5451,10,2,1,3000,1550,1966,1,8,360000,56,2974.0,8
487,3,10312,5268,50,2,1,4876,2700,1998,1,1,883000,24,2872.0,12
488,3,10308,5299,13,2,1,3807,2723,2008,1,3,930000,14,2855.0,12
489,3,10308,4568,15,2,2,3440,2304,1971,1,10,740000,51,2771.0,3
490,3,10308,5447,176,2,1,3810,2060,2004,1,5,468000,18,3616.0,11
491,3,10308,5142,22,2,2,15700,9435,1988,4,25,1700000,34,3663.0,10
492,3,10308,4575,42,2,1,2500,1152,1970,1,5,390000,52,3714.0,8
493,3,10308,5455,52,2,1,5000,1440,1956,1,1,627500,66,2914.0,10
494,3,10308,5131,32,2,1,2637,2304,2012,1,5,524398,10,3493.0,3
495,3,10308,5447,174,2,1,3745,1468,2000,1,5,627500,22,3045.0,6
496,3,10312,5267,66,2,2,5000,2240,1965,1,11,575000,57,3649.0,10
497,3,10308,5454,17,2,1,2500,728,1961,1,8,540000,61,2868.0,12
498,3,10308,5110,53,2,1,2300,1176,1965,1,5,399000,57,3398.0,6
499,3,10308,5459,80,2,2,3000,1880,1971,1,10,625000,51,3089.0,4
500,3,10308,5157,56,2,2,2400,1108,1999,1,12,549000,23,3037.0,6
501,3,10308,5303,307,2,1,100,1808,1986,1,25,300000,36,3044.0,6
502,3,10308,4572,49,2,1,4600,1352,1965,1,1,205000,57,3684.0,9
503,3,10308,4575,42,2,1,2500,1152,1966,1,5,493000,56,3085.0,5
504,3,10312,5534,46,2,1,2755,2000,1971,1,5,625000,51,2988.0,8
505,3,10308,4550,1,2,2,3219,2432,1976,1,10,765000,46,2785.0,2
506,3,10312,5295,8,2,1,4000,864,1956,1,2,570000,66,2781.0,3
507,3,10308,5487,286,2,1,4880,960,1966,1,1,685000,56,2827.0,1
508,3,10308,5461,307,2,1,24866,921,1984,1,25,345000,38,2976.0,8
509,3,10308,5131,21,2,2,2205,1840,2001,1,10,442000,21,3452.0,5
510,3,10308,4589,2,2,1,1955,1438,1985,1,5,460000,37,2975.0,8
511,3,10312,5497,196,2,2,9200,4785,2010,1,10,784052,12,3677.0,9
512,3,10308,5275,11,2,2,4566,2200,2011,1,10,925000,11,2983.0,8
513,3,10308,5448,62,2,1,3000,1312,1965,1,8,385000,57,3536.0,2
514,3,10308,5299,102,2,2,2600,2290,2006,1,12,521853,16,3650.0,10
515,3,10308,5108,35,2,1,2450,1312,1966,1,5,439000,56,2871.0,12
516,3,10308,4575,114,2,2,2500,1932,1980,1,12,645000,42,2890.0,11
517,3,10308,5475,307,2,1,63729,1061,1981,1,25,280000,41,2960.0,9
518,3,10308,5314,27,2,1,1370,1450,1983,1,5,322617,39,2918.0,10
519,3,10308,5130,61,2,1,2650,1296,1956,1,5,590000,66,2907.0,10
520,3,10308,5224,20,2,2,4456,2392,1956,1,10,700000,66,2954.0,9
521,3,10308,5190,129,2,1,2520,1260,1971,1,5,500000,51,2931.0,10
522,3,10308,5298,19,2,1,2760,1200,1982,4,25,392500,40,2967.0,8
523,3,10308,5311,1,2,2,26980,11008,1964,4,25,3000100,58,2820.0,1
524,3,10308,5454,65,2,1,4100,1547,1970,1,1,480000,52,3369.0,7
525,3,10308,4500,110,2,1,3100,1860,1974,1,2,590000,48,2925.0,10
526,3,10308,5457,27,2,1,2424,1472,1971,1,5,560000,51,3045.0,6
527,3,10308,5476,27,2,1,2537,1440,1975,1,8,415000,47,3460.0,4
528,3,10308,5447,168,2,1,896,1480,1990,1,5,318000,32,3433.0,5
529,3,10312,5237,54,2,1,2800,1440,1961,1,5,415000,61,3045.0,6
530,3,10308,5475,307,2,1,63729,1044,1981,1,25,300000,41,2987.0,8
531,3,10308,5439,307,2,1,183676,1296,1984,1,25,350000,38,2903.0,11
532,3,10308,5131,31,2,1,2627,2304,2012,1,5,524398,10,3677.0,9
533,3,10308,5458,120,2,1,2323,1092,1975,1,8,371000,47,3726.0,8
534,3,10308,5448,30,2,1,3200,1080,1966,1,8,599000,56,3088.0,5
535,3,10312,5494,45,2,1,2400,1963,2002,1,5,420000,20,3697.0,8
536,3,10308,5442,93,2,1,2300,1440,1973,1,8,550000,49,2759.0,3
537,3,10308,5117,73,2,1,4000,1884,1956,1,1,700000,66,2871.0,12
538,3,10308,4632,15,2,1,8462,1205,1960,1,2,400000,62,3437.0,5
539,3,10308,4587,1,2,1,4800,1380,1987,1,8,470000,35,3003.0,7
540,3,10308,4623,56,2,1,3800,2610,2004,1,1,829000,18,3036.0,6
541,3,10308,5457,119,2,1,3333,1044,1973,1,5,590000,49,2822.0,1
542,3,10308,5299,56,2,1,3206,1660,2001,1,5,645000,21,3095.0,4
543,3,10308,4604,51,2,1,9000,1376,1956,1,2,529358,66,2878.0,11
544,3,10308,5259,29,2,1,2185,1095,1966,1,5,520000,56,3107.0,4
545,3,10312,5513,101,2,1,2470,1464,1975,1,5,360000,47,3683.0,9
546,3,10308,5454,87,2,1,3840,1768,1965,1,1,470000,57,3687.0,9
547,3,10308,5428,12,2,2,5030,3720,1965,4,25,900000,57,3578.0,12
548,3,10308,5447,125,2,1,1082,1190,1988,1,5,415000,34,2956.0,9
549,3,10312,5268,242,2,1,10600,3096,1971,1,1,860000,51,2827.0,1
550,3,10306,4447,1,2,2,1552,864,1985,1,12,395000,37,3089.0,4
551,3,10312,5528,31,2,1,2375,1176,1973,1,5,537500,49,3075.0,5
552,3,10308,5118,7,2,1,4747,1884,1961,1,1,590000,61,3096.0,4
553,3,10308,5250,70,2,1,6000,1024,1946,1,2,689000,76,2921.0,10
554,3,10312,5534,45,2,1,2755,2000,1971,1,5,650000,51,2905.0,10
555,3,10308,5494,207,2,1,3000,1880,1971,1,5,565000,51,2989.0,8
556,3,10308,5465,52,2,2,4112,2276,1970,1,10,495000,52,3672.0,9
557,3,10308,5471,14,2,1,4000,1336,1970,1,1,518000,52,3616.0,11
558,3,10308,5286,33,2,2,7670,2760,1980,4,25,1000000,42,2942.0,9
559,3,10312,5318,78,2,1,2125,1683,1975,1,5,370800,47,3605.0,11
560,3,10308,5457,31,2,1,2424,1744,1976,1,5,261000,46,2914.0,10
561,3,10308,4604,39,2,1,5300,864,1946,1,2,300000,76,2906.0,10
562,3,10312,5515,92,2,1,2500,1096,1961,1,5,467500,61,2977.0,8
563,3,10308,5460,307,2,1,152741,693,1980,1,25,320000,42,2896.0,11
564,3,10308,5306,9,2,2,17000,10940,1963,4,25,3450000,59,2862.0,12
565,3,10312,5536,9,2,1,3000,1960,1975,1,5,465000,47,3664.0,10
566,3,10312,5316,32,2,1,1275,1420,1983,1,5,400000,39,2784.0,3
567,3,10308,5299,21,2,2,3358,2290,2002,1,12,726800,20,2970.0,8
568,3,10308,5481,68,2,1,2500,1900,1976,1,8,625000,46,2861.0,12
569,3,10308,5441,64,2,2,3408,1500,1997,1,12,649900,25,3074.0,5
570,3,10312,5319,25,2,1,2210,1292,1976,1,5,550000,46,2946.0,9
571,3,10308,5138,71,2,1,8424,1072,1950,1,2,510000,72,3615.0,11
572,3,10306,4500,307,2,1,117087,1364,1975,2,25,480000,47,2830.0,1
573,3,10308,5472,19,2,2,4100,1660,1970,1,10,640000,52,3432.0,5
574,3,10308,5143,47,2,1,2381,1350,1983,1,5,530000,39,3015.0,7
575,3,10308,5434,32,2,2,4251,1966,2010,1,10,700000,12,2932.0,10
576,3,10308,5259,69,2,1,4000,912,1955,1,2,415000,67,3431.0,5
577,3,10308,5229,5,2,1,2300,1440,1997,1,5,600000,25,3046.0,6
578,3,10308,5306,113,2,1,3375,1680,2005,1,5,275297,17,3016.0,7
579,3,10308,5143,27,2,2,2565,2980,1950,1,25,775000,72,2865.0,12
580,3,10308,5120,52,2,2,4092,2182,2001,1,10,920000,21,2886.0,11
581,3,10308,4603,30,2,1,4000,2338,1961,1,1,720000,61,3011.0,7
582,3,10308,4608,26,2,1,2725,1638,1994,1,5,640000,28,2995.0,8
583,3,10308,4570,28,2,1,4000,960,1961,1,2,520000,61,2974.0,8
584,3,10308,4572,14,2,2,2368,892,1985,1,12,260000,37,3642.0,10
585,3,10312,5515,89,2,1,2500,1096,1965,1,5,330000,57,3605.0,11
586,3,10312,5240,28,2,1,5000,912,1951,1,2,525000,71,2942.0,9
587,3,10308,5245,18,2,1,5000,1458,1946,1,1,656701,76,2967.0,8
588,3,10308,4640,131,2,1,960,1327,1985,1,5,420000,37,3072.0,5
589,3,10308,5442,307,2,1,4000,1138,1976,1,1,450000,46,3627.0,11
590,3,10308,4509,25,2,1,2400,1440,1985,1,5,353200,37,3627.0,11
591,3,10308,4500,21,2,1,2500,1248,1979,1,5,552000,43,2786.0,2
592,3,10308,5468,31,2,1,2800,2080,1970,1,8,397000,52,3368.0,7
593,3,10312,5268,115,2,1,5250,1449,1951,1,2,450000,71,2758.0,3
594,3,10308,5477,17,2,1,2500,1584,1971,1,8,640000,51,2968.0,8
595,3,10312,5518,212,2,2,4280,2319,1980,1,12,695000,42,2809.0,2
596,3,10308,4510,85,2,2,2830,3696,1982,1,10,500000,40,3524.0,2
597,3,10308,5263,39,2,1,3600,912,1946,1,2,600807,76,2939.0,9
598,3,10308,5494,264,2,1,2716,1332,1970,1,5,407500,52,3517.0,2
599,3,10308,5463,12,2,2,4680,1840,1966,1,12,780000,56,2920.0,10
600,3,10308,5151,26,2,2,4180,2536,1971,1,9,830000,51,2861.0,12
601,3,10308,4510,39,2,1,1544,1420,1978,1,5,487705,44,2868.0,12
602,3,10312,5489,104,2,1,3800,1708,1965,1,2,378000,57,3458.0,4
603,3,10308,5444,71,2,2,2954,1612,1998,1,12,369000,24,3524.0,2
604,3,10308,5275,20,2,1,4600,1008,1955,1,2,330000,67,3594.0,12
605,3,10308,5456,37,2,2,4200,2016,1961,1,10,715000,61,3092.0,4
606,3,10312,5531,140,2,1,4410,1420,2001,1,1,665000,21,3416.0,6
607,3,10308,5491,265,2,1,2744,1344,1966,1,8,450000,56,2907.0,10
608,3,10308,5226,8,2,1,5225,1120,1956,1,2,750000,66,2995.0,8
609,3,10312,5295,10,2,1,4000,864,1956,1,2,565000,66,2995.0,8
610,3,10312,5320,78,2,1,3200,760,1982,1,1,630000,40,2899.0,11
611,3,10312,5520,218,2,1,1140,1825,1989,1,5,335000,33,3697.0,8
612,3,10312,5237,45,2,2,2941,1671,2004,1,12,425000,18,3391.0,7
613,3,10308,4573,65,2,2,4000,1720,1961,1,10,680000,61,3107.0,4
614,3,10308,5441,13,2,2,6800,1800,1996,1,10,985000,26,2913.0,10
615,3,10308,5486,56,2,1,2842,1368,1975,1,8,320000,47,3411.0,6
616,3,10308,5137,49,2,1,4235,2680,1956,1,1,765000,66,2891.0,11
617,3,10312,5292,23,2,1,3600,1000,1955,1,2,300000,67,3649.0,10
618,3,10308,5244,116,2,1,3082,1280,1961,1,5,490000,61,3073.0,5
619,3,10308,4611,10,2,2,3916,2286,1960,1,10,539000,62,3585.0,12
620,3,10308,4598,44,2,1,5000,996,1950,1,2,375000,72,3455.0,4
621,3,10308,5277,59,2,1,3600,1680,1965,1,2,440000,57,3672.0,9
622,3,10308,5450,35,2,2,5122,2180,2012,1,10,763687,10,2970.0,8
623,3,10308,5457,75,2,1,1494,1330,1990,1,5,300000,32,3434.0,5
624,3,10312,5513,124,2,1,2185,1376,1971,1,5,441500,51,3044.0,6
625,3,10308,4609,54,2,1,4000,1040,1960,1,2,480000,62,3637.0,10
626,3,10308,5442,251,2,1,2400,1280,1993,1,1,610000,29,3036.0,6
627,3,10312,5266,35,2,1,6000,1040,1956,1,2,610000,66,2896.0,11
628,3,10312,5513,98,2,1,2446,1564,1990,1,5,585000,32,2913.0,10
629,3,10308,5434,18,2,2,4000,2250,2012,1,10,743322,10,3599.0,12
630,3,10312,5321,10,2,1,4800,2000,2002,1,1,450000,20,2907.0,10
631,3,10308,4596,13,2,1,700,978,1985,1,5,255000,37,3620.0,11
632,3,10308,5209,39,2,1,2513,975,1982,1,5,360000,40,2793.0,2
633,3,10312,5293,11,2,1,13125,965,1950,1,2,307000,72,3454.0,4
634,3,10308,5487,288,2,1,4880,960,1966,1,2,610000,56,2770.0,3
635,3,10308,4509,31,2,1,2400,1598,1981,1,5,555000,41,3038.0,6
636,3,10308,5442,218,2,1,2300,1332,1976,1,8,429000,46,3640.0,10
637,3,10312,5531,22,2,1,2435,1972,1979,1,5,370000,43,3423.0,5
638,3,10308,4500,295,2,2,2583,2408,1985,1,12,499900,37,3500.0,3
639,3,10308,5255,47,2,1,3800,956,1956,1,2,462500,66,2758.0,3
640,3,10308,5269,54,2,1,5000,2024,1950,1,1,625000,72,3444.0,5
641,3,10312,5284,26,2,1,2500,1230,1956,1,5,569998,66,2991.0,8
642,3,10312,5518,176,2,2,3848,1500,1984,1,10,530000,38,3587.0,12
643,3,10308,5118,15,2,1,2500,1398,1966,1,5,550000,56,3043.0,6
644,3,10312,5494,101,2,1,3000,2264,1970,1,8,418000,52,3523.0,2
645,3,10312,5266,99,2,1,5000,1563,1945,1,2,410000,77,3542.0,2
646,3,10312,5231,5,2,1,2442,1152,1961,1,5,450000,61,2849.0,12
647,3,10312,5317,73,2,1,2380,1370,1966,1,5,465000,56,3039.0,6
648,3,10308,5457,132,2,1,2352,1248,1973,1,5,580000,49,2954.0,9
649,3,10312,5268,234,2,1,6300,1904,1956,1,2,633500,66,3093.0,4
650,3,10308,5439,11,2,2,3850,704,1966,1,9,690000,56,2844.0,12
651,3,10308,5190,5,2,2,2218,2400,2006,1,12,425000,16,3542.0,2
652,3,10308,5136,55,2,1,8250,1960,1950,1,1,450000,72,3364.0,7
653,3,10308,5306,139,2,2,6750,4060,1988,1,10,790010,34,3382.0,7
654,3,10308,5216,50,2,2,7500,2760,1983,1,25,450000,39,2969.0,8
655,3,10308,5310,95,2,2,2500,1784,1983,1,12,560000,39,3059.0,5
656,3,10308,5261,22,2,1,3800,1813,1946,1,1,775000,76,2833.0,1
657,3,10308,4633,307,2,1,16781,1232,2004,2,25,440000,18,2856.0,12
658,3,10312,5316,75,2,1,3400,1875,1970,1,1,535000,52,3480.0,4
659,3,10312,5237,20,2,1,2800,1440,1961,1,5,555000,61,2822.0,1
660,3,10308,5261,11,2,2,3800,1339,1950,1,10,412000,72,3475.0,4
661,3,10308,5449,13,2,1,4000,960,1970,1,2,445000,52,3460.0,4
662,3,10308,4575,157,2,2,3488,2088,1976,1,12,640000,46,2786.0,2
663,3,10312,5290,87,2,1,5320,840,1951,1,2,640000,71,2856.0,12
664,3,10308,5190,307,2,1,150742,1921,1967,1,25,529000,55,2826.0,1
665,3,10308,4645,307,2,1,192314,1333,1977,1,25,380000,45,2982.0,8
666,3,10312,5267,60,2,1,6900,1120,1951,1,2,570000,71,2997.0,7
667,3,10308,5282,95,2,1,7614,1056,1955,1,2,420000,67,3403.0,6
668,3,10308,5468,41,2,1,2900,1144,1966,1,5,540000,56,2967.0,8
669,3,10308,5110,37,2,1,2400,1176,1965,1,5,337500,57,3411.0,6
670,3,10312,5491,4,2,2,3570,2680,1997,1,10,690000,25,3556.0,1
671,3,10312,5489,68,2,1,4000,1911,1970,1,2,482500,52,3426.0,5
672,3,10308,5433,6,2,2,5460,4698,1994,2,25,975000,28,3629.0,11
673,3,10312,5481,26,2,1,4000,2079,1970,1,1,480000,52,3500.0,3
674,3,10308,5312,49,2,1,1674,936,1971,1,5,455000,51,2966.0,8
675,3,10308,5129,60,2,1,2772,1567,1966,1,5,610000,56,2794.0,2
